Cloth Mythic+ Dungeon Pool — Hero & Myth Upgrade Stats,,,,,,,,
,,,,,,,,
Track rank,Item level,,Methodology,,,,,
Mycolic Medicine,250248,"+154 Intellect
Equip: You gain Nalorakk's Favor of Growth. Your healing spells and abilities have a chance to instantly heal your target for 43020 and spawn a glowing mushroom near them that lasts for 10 sec.
If an ally steps on and consumes the mushroom, they are healed for an additional 24583.
""""A draught from a species long lost everywhere but in dreams.""""","+159 Intellect
Equip: You gain Nalorakk's Favor of Growth. Your healing spells and abilities have a chance to instantly heal your target for 44905 and spawn a glowing mushroom near them that lasts for 10 sec.
If an ally steps on and consumes the mushroom, they are healed for an additional 25660.
""""A draught from a species long lost everywhere but in dreams.""""","+163 Intellect
Equip: You gain Nalorakk's Favor of Growth. Your healing spells and abilities have a chance to instantly heal your target for 46862 and spawn a glowing mushroom near them that lasts for 10 sec.
If an ally steps on and consumes the mushroom, they are healed for an additional 26779.
""""A draught from a species long lost everywhere but in dreams.""""","+170 Intellect
Equip: You gain Nalorakk's Favor of Growth. Your healing spells and abilities have a chance to instantly heal your target for 49588 and spawn a glowing mushroom near them that lasts for 10 sec.
If an ally steps on and consumes the mushroom, they are healed for an additional 28337.
""""A draught from a species long lost everywhere but in dreams.""""","+174 Intellect
Equip: You gain Nalorakk's Favor of Growth. Your healing spells and abilities have a chance to instantly heal your target for 51724 and spawn a glowing mushroom near them that lasts for 10 sec.
If an ally steps on and consumes the mushroom, they are healed for an additional 29557.
""""A draught from a species long lost everywhere but in dreams.""""","+179 Intellect
Equip: You gain Nalorakk's Favor of Growth. Your healing spells and abilities have a chance to instantly heal your target for 53941 and spawn a glowing mushroom near them that lasts for 10 sec.
If an ally steps on and consumes the mushroom, they are healed for an additional 30824.
""""A draught from a species long lost everywhere but in dreams.""""",https://www.wowhead.com/item=250248
Nibbles' Training Rod,251141,"140 - 211 Damage
Speed 3.60
(48.7 damage per second)
+946 Intellect
+3,254 Stamina
+110 Critical Strike
+78 Haste","144 - 217 Damage
Speed 3.60
(50.1 damage per second)
+972 Intellect
+3,369 Stamina
+112 Critical Strike
+79 Haste","148 - 222 Damage
Speed 3.60
(51.4 damage per second)
+1000 Intellect
+3,487 Stamina
+113 Critical Strike
+80 Haste","154 - 231 Damage
Speed 3.60
(53.4 damage per second)
+1038 Intellect
+3,649 Stamina
+115 Critical Strike
+81 Haste","158 - 237 Damage
Speed 3.60
(54.9 damage per second)
+1068 Intellect
+3,777 Stamina
+116 Critical Strike
+82 Haste","163 - 244 Damage
Speed 3.60
(56.4 damage per second)
+1098 Intellect
+3,910 Stamina
+118 Critical Strike
+83 Haste",https://www.wowhead.com/item=251141
Nibbling Armbands,251129,"48 Armor
+91 Intellect
+1,830 Stamina
+39 Critical Strike
+66 Haste","49 Armor
+94 Intellect
+1,895 Stamina
+40 Critical Strike
+67 Haste","50 Armor
+97 Intellect
+1,962 Stamina
+40 Critical Strike
+68 Haste","52 Armor
+100 Intellect
+2,053 Stamina
+41 Critical Strike
+69 Haste","53 Armor
+103 Intellect
+2,124 Stamina
+41 Critical Strike
+70 Haste","54 Armor
+106 Intellect
+2,199 Stamina
+42 Critical Strike
+71 Haste",https://www.wowhead.com/item=251129
Nocuous Focal Fang,273790,"+473 Intellect
+1,627 Stamina
+55 Haste
+39 Mastery","+486 Intellect
+1,684 Stamina
+56 Haste
+39 Mastery","+500 Intellect
+1,744 Stamina
+56 Haste
+40 Mastery","+519 Intellect
+1,824 Stamina
+57 Haste
+41 Mastery","+534 Intellect
+1,888 Stamina
+58 Haste
+41 Mastery","+549 Intellect
+1,955 Stamina
+59 Haste
+42 Mastery",https://www.wowhead.com/item=273790
Ouroborial Sash,158355,"55 Armor
+122 Intellect
+2,440 Stamina
+55 Haste
+86 Mastery","56 Armor
+125 Intellect
+2,527 Stamina
+56 Haste
+87 Mastery","57 Armor
+129 Intellect
+2,615 Stamina
+57 Haste
+88 Mastery","58 Armor
+134 Intellect
+2,737 Stamina
+58 Haste
+89 Mastery","60 Armor
+138 Intellect
+2,832 Stamina
+58 Haste
+90 Mastery","61 Armor
+141 Intellect
+2,932 Stamina
+59 Haste
+91 Mastery",https://www.wowhead.com/item=158355
Overseer's Diadem,251219,"72 Armor
+162 Intellect
+3,254 Stamina
+110 Haste
+78 Mastery","73 Armor
+167 Intellect
+3,369 Stamina
+112 Haste
+79 Mastery","75 Armor
+172 Intellect
+3,487 Stamina
+113 Haste
+80 Mastery","77 Armor
+178 Intellect
+3,649 Stamina
+115 Haste
+81 Mastery","78 Armor
+183 Intellect
+3,777 Stamina
+116 Haste
+82 Mastery","80 Armor
+189 Intellect
+3,910 Stamina
+118 Haste
+83 Mastery",https://www.wowhead.com/item=251219
Pendant of Malefic Fury,251142,"+1,830 Stamina
+116 Haste
+253 Mastery","+1,895 Stamina
+118 Haste
+258 Mastery","+1,962 Stamina
+120 Haste
+262 Mastery","+2,053 Stamina
+123 Haste
+269 Mastery","+2,124 Stamina
+125 Haste
+273 Mastery","+2,199 Stamina
+127 Haste
+278 Mastery",https://www.wowhead.com/item=251142
Perennial Frostbound Charm,251161,"+473 Intellect
+1,627 Stamina
+55 Critical Strike
+39 Versatility","+486 Intellect
+1,684 Stamina
+56 Critical Strike
+39 Versatility","+500 Intellect
+1,744 Stamina
+56 Critical Strike
+40 Versatility","+519 Intellect
+1,824 Stamina
+57 Critical Strike
+41 Versatility","+534 Intellect
+1,888 Stamina
+58 Critical Strike
+41 Versatility","+549 Intellect
+1,955 Stamina
+59 Critical Strike
+42 Versatility",https://www.wowhead.com/item=251161
Permafrost Essence,250244,"Equip: You gain Nalorakk's Favor of Enduring. Taking damage has a chance to grant a Mark of Frost, increasing your Critical Strike by 80 for 15 sec. Stacks up to 10 times.
If your health falls below 25%, the reservoir ruptures, consuming all marks to form a Frost Barrier that absorbs 62749 damage per mark for 10 sec.","Equip: You gain Nalorakk's Favor of Enduring. Taking damage has a chance to grant a Mark of Frost, increasing your Critical Strike by 81 for 15 sec. Stacks up to 10 times.
If your health falls below 25%, the reservoir ruptures, consuming all marks to form a Frost Barrier that absorbs 64683 damage per mark for 10 sec.","Equip: You gain Nalorakk's Favor of Enduring. Taking damage has a chance to grant a Mark of Frost, increasing your Critical Strike by 82 for 15 sec. Stacks up to 10 times.
If your health falls below 25%, the reservoir ruptures, consuming all marks to form a Frost Barrier that absorbs 66675 damage per mark for 10 sec.","Equip: You gain Nalorakk's Favor of Enduring. Taking damage has a chance to grant a Mark of Frost, increasing your Critical Strike by 83 for 15 sec. Stacks up to 10 times.
If your health falls below 25%, the reservoir ruptures, consuming all marks to form a Frost Barrier that absorbs 69427 damage per mark for 10 sec.","Equip: You gain Nalorakk's Favor of Enduring. Taking damage has a chance to grant a Mark of Frost, increasing your Critical Strike by 84 for 15 sec. Stacks up to 10 times.
If your health falls below 25%, the reservoir ruptures, consuming all marks to form a Frost Barrier that absorbs 71564 damage per mark for 10 sec.","Equip: You gain Nalorakk's Favor of Enduring. Taking damage has a chance to grant a Mark of Frost, increasing your Critical Strike by 85 for 15 sec. Stacks up to 10 times.
If your health falls below 25%, the reservoir ruptures, consuming all marks to form a Frost Barrier that absorbs 73767 damage per mark for 10 sec.",https://www.wowhead.com/item=250244
Pilfered Precious Band,251148,"+1,830 Stamina
+148 Critical Strike
+221 Versatility
""""The Hoardmonger was strangely attached to this 'precious' ring.""""","+1,895 Stamina
+150 Critical Strike
+225 Versatility
""""The Hoardmonger was strangely attached to this 'precious' ring.""""","+1,962 Stamina
+153 Critical Strike
+230 Versatility
""""The Hoardmonger was strangely attached to this 'precious' ring.""""","+2,053 Stamina
+157 Critical Strike
+235 Versatility
""""The Hoardmonger was strangely attached to this 'precious' ring.""""","+2,124 Stamina
+159 Critical Strike
+239 Versatility
""""The Hoardmonger was strangely attached to this 'precious' ring.""""","+2,199 Stamina
+162 Critical Strike
+243 Versatility
""""The Hoardmonger was strangely attached to this 'precious' ring.""""",https://www.wowhead.com/item=251148
Poisoner's Pauldrons,251222,"66 Armor
+122 Intellect
+2,440 Stamina
+89 Critical Strike
+52 Haste","67 Armor
+125 Intellect
+2,527 Stamina
+90 Critical Strike
+53 Haste","69 Armor
+129 Intellect
+2,615 Stamina
+91 Critical Strike
+54 Haste","71 Armor
+134 Intellect
+2,737 Stamina
+92 Critical Strike
+55 Haste","72 Armor
+138 Intellect
+2,832 Stamina
+94 Critical Strike
+55 Haste","74 Armor
+141 Intellect
+2,932 Stamina
+95 Critical Strike
+56 Haste",https://www.wowhead.com/item=251222
Polished Lightwood Channeler,273778,"62 - 104 Damage
Speed 1.80
(46.1 damage per second)
+473 Intellect
+1,627 Stamina
+52 Haste
+42 Mastery
Equip: Your damaging spells have a chance to launch a mote of light towards your target, inflicting (11439 * 1) Holy damage split among nearby enemies. Damage increased by 30% per additional enemy, up to 150%.","64 - 107 Damage
Speed 1.80
(47.5 damage per second)
+486 Intellect
+1,684 Stamina
+53 Haste
+42 Mastery
Equip: Your damaging spells have a chance to launch a mote of light towards your target, inflicting (11940 * 1) Holy damage split among nearby enemies. Damage increased by 30% per additional enemy, up to 150%.","65 - 110 Damage
Speed 1.80
(48.6 damage per second)
+500 Intellect
+1,744 Stamina
+54 Haste
+43 Mastery
Equip: Your damaging spells have a chance to launch a mote of light towards your target, inflicting (12460 * 1) Holy damage split among nearby enemies. Damage increased by 30% per additional enemy, up to 150%.","68 - 114 Damage
Speed 1.80
(50.6 damage per second)
+519 Intellect
+1,824 Stamina
+55 Haste
+43 Mastery
Equip: Your damaging spells have a chance to launch a mote of light towards your target, inflicting (13185 * 1) Holy damage split among nearby enemies. Damage increased by 30% per additional enemy, up to 150%.","70 - 117 Damage
Speed 1.80
(51.9 damage per second)
+534 Intellect
+1,888 Stamina
+55 Haste
+44 Mastery
Equip: Your damaging spells have a chance to launch a mote of light towards your target, inflicting (13753 * 1) Holy damage split among nearby enemies. Damage increased by 30% per additional enemy, up to 150%.","72 - 121 Damage
Speed 1.80
(53.6 damage per second)
+549 Intellect
+1,955 Stamina
+56 Haste
+44 Mastery
Equip: Your damaging spells have a chance to launch a mote of light towards your target, inflicting (14343 * 1) Holy damage split among nearby enemies. Damage increased by 30% per additional enemy, up to 150%.",https://www.wowhead.com/item=273778
Primordial Robe of Rites,273775,"96 Armor
+162 Intellect
+3,254 Stamina
+110 Critical Strike
+78 Versatility","98 Armor
+167 Intellect
+3,369 Stamina
+112 Critical Strike
+79 Versatility","100 Armor
+172 Intellect
+3,487 Stamina
+113 Critical Strike
+80 Versatility","103 Armor
+178 Intellect
+3,649 Stamina
+115 Critical Strike
+81 Versatility","105 Armor
+183 Intellect
+3,777 Stamina
+116 Critical Strike
+82 Versatility","107 Armor
+189 Intellect
+3,910 Stamina
+118 Critical Strike
+83 Versatility",https://www.wowhead.com/item=273775
Ritual Binder's Ring,159459,"+1,830 Stamina
+242 Haste
+126 Versatility","+1,895 Stamina
+247 Haste
+129 Versatility","+1,962 Stamina
+251 Haste
+131 Versatility","+2,053 Stamina
+257 Haste
+134 Versatility","+2,124 Stamina
+262 Haste
+137 Versatility","+2,199 Stamina
+266 Haste
+139 Versatility",https://www.wowhead.com/item=159459
Robes of the Reborn Serpent,158362,"96 Armor
+162 Intellect
+3,254 Stamina
+106 Critical Strike
+82 Mastery","98 Armor
+167 Intellect
+3,369 Stamina
+107 Critical Strike
+83 Mastery","100 Armor
+172 Intellect
+3,487 Stamina
+109 Critical Strike
+84 Mastery","103 Armor
+178 Intellect
+3,649 Stamina
+111 Critical Strike
+85 Mastery","105 Armor
+183 Intellect
+3,777 Stamina
+112 Critical Strike
+86 Mastery","107 Armor
+189 Intellect
+3,910 Stamina
+113 Critical Strike
+88 Mastery",https://www.wowhead.com/item=158362
Ruby Whelp Shell,193757,"+154 [Agility or Strength or Intellect]
Equip: Your spells and abilities have a chance to call a Ruby Whelpling, which will try to be helpful and assist you in combat.
Use: Call your Ruby Whelpling to inspect your target's situation, teaching them how to be helpful. (1 Day Cooldown)","+159 [Agility or Strength or Intellect]
Equip: Your spells and abilities have a chance to call a Ruby Whelpling, which will try to be helpful and assist you in combat.
Use: Call your Ruby Whelpling to inspect your target's situation, teaching them how to be helpful. (1 Day Cooldown)","+163 [Agility or Strength or Intellect]
Equip: Your spells and abilities have a chance to call a Ruby Whelpling, which will try to be helpful and assist you in combat.
Use: Call your Ruby Whelpling to inspect your target's situation, teaching them how to be helpful. (1 Day Cooldown)","+170 [Agility or Strength or Intellect]
Equip: Your spells and abilities have a chance to call a Ruby Whelpling, which will try to be helpful and assist you in combat.
Use: Call your Ruby Whelpling to inspect your target's situation, teaching them how to be helpful. (1 Day Cooldown)","+174 [Agility or Strength or Intellect]
Equip: Your spells and abilities have a chance to call a Ruby Whelpling, which will try to be helpful and assist you in combat.
Use: Call your Ruby Whelpling to inspect your target's situation, teaching them how to be helpful. (1 Day Cooldown)","+179 [Agility or Strength or Intellect]
Equip: Your spells and abilities have a chance to call a Ruby Whelpling, which will try to be helpful and assist you in combat.
Use: Call your Ruby Whelpling to inspect your target's situation, teaching them how to be helpful. (1 Day Cooldown)",https://www.wowhead.com/item=193757
Sandals of Wise Voodoo,159325,"60 Armor
+122 Intellect
+2,440 Stamina
+80 Versatility
+61 Mastery","61 Armor
+125 Intellect
+2,527 Stamina
+81 Versatility
+62 Mastery","62 Armor
+129 Intellect
+2,615 Stamina
+82 Versatility
+63 Mastery","64 Armor
+134 Intellect
+2,737 Stamina
+83 Versatility
+64 Mastery","65 Armor
+138 Intellect
+2,832 Stamina
+84 Versatility
+65 Mastery","66 Armor
+141 Intellect
+2,932 Stamina
+85 Versatility
+66 Mastery",https://www.wowhead.com/item=159325
Sandswept Sandals,158351,"60 Armor
+122 Intellect
+2,440 Stamina
+83 Critical Strike
+58 Mastery","61 Armor
+125 Intellect
+2,527 Stamina
+84 Critical Strike
+59 Mastery","62 Armor
+129 Intellect
+2,615 Stamina
+85 Critical Strike
+60 Mastery","64 Armor
+134 Intellect
+2,737 Stamina
+86 Critical Strike
+61 Mastery","65 Armor
+138 Intellect
+2,832 Stamina
+87 Critical Strike
+62 Mastery","66 Armor
+141 Intellect
+2,932 Stamina
+88 Critical Strike
+62 Mastery",https://www.wowhead.com/item=158351
Sapling of the Dawnroot,250259,"+154 [Agility or Strength or Intellect]
Equip: Your spells and abilities have a chance to uproot a Lightspawn Lasher to aid you in combat for 15 sec, dealing up to [1 * (4913 * 10)] Physical damage.
The Lightspawn Lasher then withers, bursting into light-infused sap and inflicting (1 * 12794) Holy damage split among nearby enemies.","+159 [Agility or Strength or Intellect]
Equip: Your spells and abilities have a chance to uproot a Lightspawn Lasher to aid you in combat for 15 sec, dealing up to [1 * (5128 * 10)] Physical damage.
The Lightspawn Lasher then withers, bursting into light-infused sap and inflicting (1 * 13355) Holy damage split among nearby enemies.","+163 [Agility or Strength or Intellect]
Equip: Your spells and abilities have a chance to uproot a Lightspawn Lasher to aid you in combat for 15 sec, dealing up to [1 * (5351 * 10)] Physical damage.
The Lightspawn Lasher then withers, bursting into light-infused sap and inflicting (1 * 13937) Holy damage split among nearby enemies.","+170 [Agility or Strength or Intellect]
Equip: Your spells and abilities have a chance to uproot a Lightspawn Lasher to aid you in combat for 15 sec, dealing up to [1 * (5663 * 10)] Physical damage.
The Lightspawn Lasher then withers, bursting into light-infused sap and inflicting (1 * 14748) Holy damage split among nearby enemies.","+174 [Agility or Strength or Intellect]
Equip: Your spells and abilities have a chance to uproot a Lightspawn Lasher to aid you in combat for 15 sec, dealing up to [1 * (5907 * 10)] Physical damage.
The Lightspawn Lasher then withers, bursting into light-infused sap and inflicting (1 * 15383) Holy damage split among nearby enemies.","+179 [Agility or Strength or Intellect]
Equip: Your spells and abilities have a chance to uproot a Lightspawn Lasher to aid you in combat for 15 sec, dealing up to [1 * (6160 * 10)] Physical damage.
The Lightspawn Lasher then withers, bursting into light-infused sap and inflicting (1 * 16042) Holy damage split among nearby enemies.",https://www.wowhead.com/item=250259
Seed of Radiant Hope,250254,"+154 Intellect
Use: Surround your target ally with Lightblossoms, healing them for [20564 * (8)] over 12 sec.
If their health falls below 50%, the Lightblossoms fully bloom in radiant light, instantly healing them for 185102. (1 Min, 30 Sec Cooldown)","+159 Intellect
Use: Surround your target ally with Lightblossoms, healing them for [21465 * (8)] over 12 sec.
If their health falls below 50%, the Lightblossoms fully bloom in radiant light, instantly healing them for 193211. (1 Min, 30 Sec Cooldown)","+163 Intellect
Use: Surround your target ally with Lightblossoms, healing them for [22401 * (8)] over 12 sec.
If their health falls below 50%, the Lightblossoms fully bloom in radiant light, instantly healing them for 201631. (1 Min, 30 Sec Cooldown)","+170 Intellect
Use: Surround your target ally with Lightblossoms, healing them for [23704 * (8)] over 12 sec.
If their health falls below 50%, the Lightblossoms fully bloom in radiant light, instantly healing them for 213362. (1 Min, 30 Sec Cooldown)","+174 Intellect
Use: Surround your target ally with Lightblossoms, healing them for [24725 * (8)] over 12 sec.
If their health falls below 50%, the Lightblossoms fully bloom in radiant light, instantly healing them for 222552. (1 Min, 30 Sec Cooldown)","+179 Intellect
Use: Surround your target ally with Lightblossoms, healing them for [25785 * (8)] over 12 sec.
If their health falls below 50%, the Lightblossoms fully bloom in radiant light, instantly healing them for 232091. (1 Min, 30 Sec Cooldown)",https://www.wowhead.com/item=250254
Sethraliss' Defiled Relic,158368,"+154 Intellect
Use: Curse the target with a Rotten Wound, dealing (127130 * 1) Nature damage over 15 sec.
While the wound persists, your damaging spells have a high chance to deepen the wound, inflicting an additional (7946 * 1) Nature damage. (2 Min Cooldown)","+159 Intellect
Use: Curse the target with a Rotten Wound, dealing (132699 * 1) Nature damage over 15 sec.
While the wound persists, your damaging spells have a high chance to deepen the wound, inflicting an additional (8294 * 1) Nature damage. (2 Min Cooldown)","+163 Intellect
Use: Curse the target with a Rotten Wound, dealing (138483 * 1) Nature damage over 15 sec.
While the wound persists, your damaging spells have a high chance to deepen the wound, inflicting an additional (8656 * 1) Nature damage. (2 Min Cooldown)","+170 Intellect
Use: Curse the target with a Rotten Wound, dealing (146539 * 1) Nature damage over 15 sec.
While the wound persists, your damaging spells have a high chance to deepen the wound, inflicting an additional (9159 * 1) Nature damage. (2 Min Cooldown)","+174 Intellect
Use: Curse the target with a Rotten Wound, dealing (152851 * 1) Nature damage over 15 sec.
While the wound persists, your damaging spells have a high chance to deepen the wound, inflicting an additional (9554 * 1) Nature damage. (2 Min Cooldown)","+179 Intellect
Use: Curse the target with a Rotten Wound, dealing (159403 * 1) Nature damage over 15 sec.
While the wound persists, your damaging spells have a high chance to deepen the wound, inflicting an additional (9963 * 1) Nature damage. (2 Min Cooldown)",https://www.wowhead.com/item=158368
Sickening Signet of Atroxus,252258,"+1,830 Stamina
+253 Haste
+116 Mastery","+1,895 Stamina
+258 Haste
+118 Mastery","+1,962 Stamina
+262 Haste
+120 Mastery","+2,053 Stamina
+269 Haste
+123 Mastery","+2,124 Stamina
+273 Haste
+125 Mastery","+2,199 Stamina
+278 Haste
+127 Mastery",https://www.wowhead.com/item=252258
Signet of Snarling Servitude,251136,"+1,830 Stamina
+227 Critical Strike
+142 Mastery","+1,895 Stamina
+231 Critical Strike
+145 Mastery","+1,962 Stamina
+235 Critical Strike
+148 Mastery","+2,053 Stamina
+241 Critical Strike
+151 Mastery","+2,124 Stamina
+245 Critical Strike
+154 Mastery","+2,199 Stamina
+249 Critical Strike
+156 Mastery",https://www.wowhead.com/item=251136
Sky Saddle Cord,193760,"55 Armor
+122 Intellect
+2,440 Stamina
+80 Critical Strike
+61 Haste","56 Armor
+125 Intellect
+2,527 Stamina
+81 Critical Strike
+62 Haste","57 Armor
+129 Intellect
+2,615 Stamina
+82 Critical Strike
+63 Haste","58 Armor
+134 Intellect
+2,737 Stamina
+83 Critical Strike
+64 Haste","60 Armor
+138 Intellect
+2,832 Stamina
+84 Critical Strike
+65 Haste","61 Armor
+141 Intellect
+2,932 Stamina
+85 Critical Strike
+66 Haste",https://www.wowhead.com/item=193760
Speakeasy Shroud,251132,"70 Armor
+91 [Agility or Strength or Intellect]
+1,830 Stamina
+62 Critical Strike
+44 Mastery","72 Armor
+94 [Agility or Strength or Intellect]
+1,895 Stamina
+63 Critical Strike
+44 Mastery","73 Armor
+97 [Agility or Strength or Intellect]
+1,962 Stamina
+64 Critical Strike
+45 Mastery","75 Armor
+100 [Agility or Strength or Intellect]
+2,053 Stamina
+65 Critical Strike
+46 Mastery","77 Armor
+103 [Agility or Strength or Intellect]
+2,124 Stamina
+65 Critical Strike
+46 Mastery","78 Armor
+106 [Agility or Strength or Intellect]
+2,199 Stamina
+66 Critical Strike
+47 Mastery",https://www.wowhead.com/item=251132
Staff of the Lightning Serpent,158372,"140 - 211 Damage
Speed 3.60
(48.7 damage per second)
+946 Intellect
+3,254 Stamina
+106 Critical Strike
+82 Mastery","144 - 217 Damage
Speed 3.60
(50.1 damage per second)
+972 Intellect
+3,369 Stamina
+107 Critical Strike
+83 Mastery","148 - 222 Damage
Speed 3.60
(51.4 damage per second)
+1000 Intellect
+3,487 Stamina
+109 Critical Strike
+84 Mastery","154 - 231 Damage
Speed 3.60
(53.4 damage per second)
+1038 Intellect
+3,649 Stamina
+111 Critical Strike
+85 Mastery","158 - 237 Damage
Speed 3.60
(54.9 damage per second)
+1068 Intellect
+3,777 Stamina
+112 Critical Strike
+86 Mastery","163 - 244 Damage
Speed 3.60
(56.4 damage per second)
+1098 Intellect
+3,910 Stamina
+113 Critical Strike
+88 Mastery",https://www.wowhead.com/item=158372
Stormbound Emblem of Dazar,273649,"+154 Intellect
Use: Channel for 2 sec as the wind answers Dazar's command, increasing your Haste by 984 up to 20 sec. (2 Min Cooldown)","+159 Intellect
Use: Channel for 2 sec as the wind answers Dazar's command, increasing your Haste by 997 up to 20 sec. (2 Min Cooldown)","+163 Intellect
Use: Channel for 2 sec as the wind answers Dazar's command, increasing your Haste by 1010 up to 20 sec. (2 Min Cooldown)","+170 Intellect
Use: Channel for 2 sec as the wind answers Dazar's command, increasing your Haste by 1027 up to 20 sec. (2 Min Cooldown)","+174 Intellect
Use: Channel for 2 sec as the wind answers Dazar's command, increasing your Haste by 1039 up to 20 sec. (2 Min Cooldown)","+179 Intellect
Use: Channel for 2 sec as the wind answers Dazar's command, increasing your Haste by 1052 up to 20 sec. (2 Min Cooldown)",https://www.wowhead.com/item=273649
Strand of Warding Fangs,273781,"+1,830 Stamina
+210 Critical Strike
+159 Haste","+1,895 Stamina
+214 Critical Strike
+162 Haste","+1,962 Stamina
+218 Critical Strike
+165 Haste","+2,053 Stamina
+223 Critical Strike
+169 Haste","+2,124 Stamina
+227 Critical Strike
+172 Haste","+2,199 Stamina
+230 Critical Strike
+175 Haste",https://www.wowhead.com/item=273781
Summoner's Searing Shirt,251127,"96 Armor
+162 Intellect
+3,254 Stamina
+74 Versatility
+114 Mastery","98 Armor
+167 Intellect
+3,369 Stamina
+75 Versatility
+116 Mastery","100 Armor
+172 Intellect
+3,487 Stamina
+76 Versatility
+117 Mastery","103 Armor
+178 Intellect
+3,649 Stamina
+77 Versatility
+119 Mastery","105 Armor
+183 Intellect
+3,777 Stamina
+78 Versatility
+121 Mastery","107 Armor
+189 Intellect
+3,910 Stamina
+79 Versatility
+122 Mastery",https://www.wowhead.com/item=251127
Tempestuous Sandals,251137,"60 Armor
+122 Intellect
+2,440 Stamina
+83 Critical Strike
+58 Versatility","61 Armor
+125 Intellect
+2,527 Stamina
+84 Critical Strike
+59 Versatility","62 Armor
+129 Intellect
+2,615 Stamina
+85 Critical Strike
+60 Versatility","64 Armor
+134 Intellect
+2,737 Stamina
+86 Critical Strike
+61 Versatility","65 Armor
+138 Intellect
+2,832 Stamina
+87 Critical Strike
+62 Versatility","66 Armor
+141 Intellect
+2,932 Stamina
+88 Critical Strike
+62 Versatility",https://www.wowhead.com/item=251137
Toxin-Coated Warstaff,273788,"140 - 211 Damage
Speed 3.60
(48.7 damage per second)
+946 [Agility or Intellect]
+3,254 Stamina
+110 Haste
+78 Mastery","144 - 217 Damage
Speed 3.60
(50.1 damage per second)
+972 [Agility or Intellect]
+3,369 Stamina
+112 Haste
+79 Mastery","148 - 222 Damage
Speed 3.60
(51.4 damage per second)
+1000 [Agility or Intellect]
+3,487 Stamina
+113 Haste
+80 Mastery","154 - 231 Damage
Speed 3.60
(53.4 damage per second)
+1038 [Agility or Intellect]
+3,649 Stamina
+115 Haste
+81 Mastery","158 - 237 Damage
Speed 3.60
(54.9 damage per second)
+1068 [Agility or Intellect]
+3,777 Stamina
+116 Haste
+82 Mastery","163 - 244 Damage
Speed 3.60
(56.4 damage per second)
+1098 [Agility or Intellect]
+3,910 Stamina
+118 Haste
+83 Mastery",https://www.wowhead.com/item=273788
Unstable Felheart Crystal,250255,"+154 Intellect
Use: Unleash the fel energy stored within the crystal, sacrificing 19470 of your health to infuse a target ally for 10 sec, absorbing 329072 damage. (2 Min Cooldown)","+159 Intellect
Use: Unleash the fel energy stored within the crystal, sacrificing 20323 of your health to infuse a target ally for 10 sec, absorbing 343488 damage. (2 Min Cooldown)","+163 Intellect
Use: Unleash the fel energy stored within the crystal, sacrificing 21209 of your health to infuse a target ally for 10 sec, absorbing 358458 damage. (2 Min Cooldown)","+170 Intellect
Use: Unleash the fel energy stored within the crystal, sacrificing 22443 of your health to infuse a target ally for 10 sec, absorbing 379312 damage. (2 Min Cooldown)","+174 Intellect
Use: Unleash the fel energy stored within the crystal, sacrificing 23410 of your health to infuse a target ally for 10 sec, absorbing 395650 damage. (2 Min Cooldown)","+179 Intellect
Use: Unleash the fel energy stored within the crystal, sacrificing 24413 of your health to infuse a target ally for 10 sec, absorbing 412609 damage. (2 Min Cooldown)",https://www.wowhead.com/item=250255
Vessel of Last Rites,159648,"+473 Intellect
+1,627 Stamina
+55 Critical Strike
+39 Mastery","+486 Intellect
+1,684 Stamina
+56 Critical Strike
+39 Mastery","+500 Intellect
+1,744 Stamina
+56 Critical Strike
+40 Mastery","+519 Intellect
+1,824 Stamina
+57 Critical Strike
+41 Mastery","+534 Intellect
+1,888 Stamina
+58 Critical Strike
+41 Mastery","+549 Intellect
+1,955 Stamina
+59 Critical Strike
+42 Mastery",https://www.wowhead.com/item=159648
Vile Vial of Volatile Venom,273796,"+154 [Agility or Strength or Intellect]
Use: Take a small sip of venom, gaining 902 of a random secondary stat for 15 sec. Afterwards, a random secondary stat is reduced by 129 for 15 sec. (2 Min Cooldown)
""""Questionable? Yes. Potable?... Technically yes.""""","+159 [Agility or Strength or Intellect]
Use: Take a small sip of venom, gaining 914 of a random secondary stat for 15 sec. Afterwards, a random secondary stat is reduced by 131 for 15 sec. (2 Min Cooldown)
""""Questionable? Yes. Potable?... Technically yes.""""","+163 [Agility or Strength or Intellect]
Use: Take a small sip of venom, gaining 926 of a random secondary stat for 15 sec. Afterwards, a random secondary stat is reduced by 132 for 15 sec. (2 Min Cooldown)
""""Questionable? Yes. Potable?... Technically yes.""""","+170 [Agility or Strength or Intellect]
Use: Take a small sip of venom, gaining 941 of a random secondary stat for 15 sec. Afterwards, a random secondary stat is reduced by 134 for 15 sec. (2 Min Cooldown)
""""Questionable? Yes. Potable?... Technically yes.""""","+174 [Agility or Strength or Intellect]
Use: Take a small sip of venom, gaining 953 of a random secondary stat for 15 sec. Afterwards, a random secondary stat is reduced by 136 for 15 sec. (2 Min Cooldown)
""""Questionable? Yes. Potable?... Technically yes.""""","+179 [Agility or Strength or Intellect]
Use: Take a small sip of venom, gaining 964 of a random secondary stat for 15 sec. Afterwards, a random secondary stat is reduced by 138 for 15 sec. (2 Min Cooldown)
""""Questionable? Yes. Potable?... Technically yes.""""",https://www.wowhead.com/item=273796
